,YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR,ESPN_ID
7,2011,Total,147,545,75,121,27,7,21,58,60,163,16,6,.222,.304,.413,.717,1.5,6295
8,2012,TOR,142,507,61,114,19,2,16,55,62,159,14,2,.225,.313,.365,.678,1.3,6295
9,2013,TB,118,366,41,86,12,2,16,52,35,99,7,4,.235,.305,.410,.715,1.3,6295
10,2014,BAL,19,39,7,9,4,0,1,4,6,11,0,1,.231,.333,.410,.743,-0.1,6295
11,2014,BOS,10,25,1,4,1,0,0,1,0,10,0,0,.160,.160,.200,.360,-0.1,6295
12,2014,NYY,77,201,21,44,9,2,6,22,23,50,2,1,.219,.304,.373,.677,0.7,6295
13,2014,Total,106,265,29,57,14,2,7,27,29,71,2,2,.215,.296,.362,.658,0.6,6295
14,2015,ATL,62,182,20,50,5,0,9,34,13,43,1,1,.275,.321,.451,.772,0.0,6295
15,2015,NYM,49,128,18,32,6,0,5,13,10,38,1,0,.250,.304,.414,.718,0.3,6295
16,2015,Total,111,310,38,82,11,0,14,47,23,81,2,1,.265,.314,.435,.749,0.3,6295
17,2016,ATL,49,121,8,26,6,0,1,10,10,25,1,0,.215,.273,.289,.562,-0.7,6295
18,2016,NYM,82,183,17,49,8,0,9,24,15,40,3,0,.268,.328,.459,.787,1.2,6295
19,2016,Total,131,304,25,75,14,0,10,34,25,65,4,0,.247,.306,.391,.697,0.5,6295
0,2005,BOS,9,15,1,0,0,0,0,0,0,7,0,0,.000,.063,.000,.063,-0.4,6200
1,2006,CLE,41,110,7,27,6,0,3,16,8,45,0,0,.245,.297,.382,.679,0.5,6200
2,2007,CLE,59,161,26,42,13,0,7,30,11,56,0,0,.261,.310,.472,.782,1.2,6200
3,2008,CLE,112,352,67,92,27,0,21,55,36,133,0,0,.261,.348,.517,.865,3.2,6200
4,2009,CLE,89,271,33,58,14,0,12,40,33,98,0,0,.214,.335,.399,.734,0.9,6200
5,2010,TB,63,158,17,31,8,0,5,17,20,71,0,0,.196,.308,.342,.650,0.1,6200
6,2011,TB,87,221,23,39,3,0,11,22,19,79,0,0,.176,.268,.339,.607,0.5,6200
7,2012,BOS,48,140,16,35,12,2,5,17,11,62,1,0,.250,.327,.471,.798,1.1,6200
8,2012,NYM,28,79,7,16,2,0,3,10,5,27,0,0,.203,.276,.342,.618,0.1,6200
9,2012,Total,76,219,23,51,14,2,8,27,16,89,1,0,.233,.309,.425,.734,1.2,6200
10,2013,CLE,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,-0.0,6200
11,2013,SEA,35,107,11,21,7,0,3,9,12,45,0,0,.196,.293,.346,.639,0.0,6200
12,2013,Total,36,109,11,21,7,0,3,9,12,46,0,0,.193,.288,.339,.627,-0.0,6200
0,2006,LAA,57,197,21,46,10,1,5,22,17,28,1,1,.234,.293,.371,.664,-0.1,6188
1,2007,LAA,43,119,12,35,10,0,4,15,6,21,0,1,.294,.333,.479,.812,0.0,6188
2,2008,LAA,27,61,7,13,2,0,3,8,4,7,0,1,.213,.273,.393,.666,-0.5,6188
3,2009,LAA,152,566,86,173,43,2,34,108,46,117,3,7,.306,.355,.569,.924,4.0,6188
4,2010,LAA,51,193,29,56,5,0,11,39,12,31,0,1,.290,.346,.487,.833,1.6,6188
5,2012,LAA,134,484,61,132,26,1,22,73,31,116,0,1,.273,.320,.467,.787,1.9,6188
6,2013,SEA,156,602,64,167,34,0,23,80,49,114,0,0,.277,.336,.449,.785,2.7,6188
7,2014,MIN,39,154,12,36,11,0,1,18,6,27,0,0,.234,.259,.325,.584,-0.7,6188
8,2014,SEA,59,213,16,44,9,0,7,24,21,41,0,0,.207,.285,.347,.632,-0.3,6188
9,2014,Total,98,367,28,80,20,0,8,42,27,68,0,0,.218,.274,.338,.612,-1.0,6188
10,2015,KC,158,569,81,165,41,2,22,106,58,103,0,0,.290,.362,.485,.847,2.4,6188
11,2016,KC,154,558,65,147,24,0,30,93,48,120,0,0,.263,.327,.468,.795,0.9,6188
12,2017,TOR,150,557,67,139,25,0,28,85,43,132,0,0,.250,.308,.445,.753,-0.2,6188
13,2018,TOR,130,413,47,103,15,0,21,57,50,95,2,3,.249,.331,.438,.769,0.8,6188
0,2014,MIN,53,215,26,59,10,1,9,38,12,63,0,0,.274,.316,.456,.772,0.7,33012
1,2015,MIN,58,175,18,42,4,0,5,17,9,54,0,0,.240,.277,.349,.626,-0.7,33012
2,2016,MIN,47,152,27,35,11,0,10,20,24,57,0,0,.230,.333,.500,.833,0.7,33012
3,2017,MIN,78,241,33,61,13,0,11,41,20,77,0,0,.253,.314,.444,.758,0.7,33012
0,2013,SF,15,30,4,8,0,0,0,2,4,3,2,0,.267,.353,.267,.620,0.4,32585
0,2015,PIT,7,2,3,0,0,0,0,0,0,1,1,1,.000,.000,.000,.000,-0.1,30755
1,2016,MIL,75,207,28,50,10,1,9,19,36,88,23,4,.242,.354,.430,.784,2.1,30755
2,2017,MIL,143,414,66,91,15,4,20,49,40,175,21,7,.220,.299,.420,.719,0.4,30755
3,2018,MIL,51,78,15,14,2,2,4,11,11,28,5,1,.179,.281,.410,.691,1.6,30755
0,2015,SEA,57,219,25,62,14,3,2,17,24,43,8,4,.283,.351,.402,.753,2.3,32512
1,2016,SEA,119,437,55,113,21,2,1,33,18,84,11,5,.259,.287,.323,.610,0.3,32512
2,2017,ARI,73,223,30,58,11,2,5,18,29,37,3,1,.260,.345,.395,.740,1.1,32512
3,2018,ARI,153,520,68,135,26,12,14,59,54,79,6,1,.260,.332,.437,.769,3.3,32512
0,2016,CHW,7,16,2,2,0,0,0,0,0,6,0,0,.125,.125,.125,.250,-0.1,32618
1,2017,CHW,87,276,23,78,17,0,4,30,9,46,0,0,.283,.309,.388,.697,-0.1,32618
2,2018,CHW,52,171,21,50,6,0,3,21,10,18,1,0,.292,.348,.380,.728,0.5,32618
0,2006,SF,41,93,12,20,4,0,2,7,3,14,0,1,.215,.284,.323,.607,-0.3,6528
1,2007,SF,109,264,26,71,12,1,5,31,21,24,4,3,.269,.331,.379,.710,-1.2,6528
2,2008,SF,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0,6528
3,2009,SF,23,50,3,7,2,0,0,1,3,4,0,0,.140,.204,.180,.384,-0.4,6528
4,2010,LAA,54,160,24,40,11,0,0,14,9,10,2,0,.250,.294,.319,.613,-0.1,6528
5,2012,PHI,55,195,24,66,10,3,2,14,9,18,0,1,.338,.383,.451,.834,1.7,6528
6,2013,PHI,119,252,27,59,10,1,5,26,12,29,1,0,.234,.296,.341,.637,0.5,6528
7,2014,WSH,105,220,17,57,8,0,1,17,6,26,0,0,.259,.299,.309,.608,-0.5,6528
8,2015,SF,7,11,1,2,0,0,0,0,1,3,0,0,.182,.250,.182,.432,-0.0,6528
0,2018,NYM,4,4,0,0,0,0,0,0,1,1,0,1,.000,.200,.000,.200,-0.1,35680
0,2013,TB,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0,31446
1,2014,TB,108,331,35,87,16,8,10,35,23,71,5,4,.263,.315,.450,.765,3.7,31446
2,2015,TB,151,505,62,133,25,12,10,40,24,95,18,5,.263,.298,.420,.718,7.4,31446
3,2016,TB,105,366,55,90,20,2,12,37,40,74,21,3,.246,.331,.410,.741,5.5,31446
4,2017,TB,98,380,56,105,15,3,15,39,31,99,16,7,.276,.338,.450,.788,5.1,31446
5,2018,TB,88,332,44,72,12,9,7,29,25,91,10,5,.217,.282,.370,.652,2.5,31446
0,2006,CLE,16,56,4,12,2,0,3,11,5,12,0,0,.214,.279,.411,.690,-0.2,28585
1,2007,SD,145,484,57,133,30,2,18,74,32,94,1,0,.275,.329,.457,.786,1.5,28585
2,2008,SD,154,624,71,162,31,4,23,84,23,139,0,0,.260,.299,.433,.732,1.9,28585
3,2009,SD,141,529,50,135,31,1,18,88,27,106,1,0,.255,.302,.420,.722,1.2,28585
4,2010,OAK,143,551,59,136,32,1,16,71,24,96,2,1,.247,.283,.396,.679,2.0,28585
5,2011,OAK,46,136,13,30,6,0,4,17,8,27,2,0,.221,.262,.353,.615,-0.5,28585
6,2011,COL,27,98,11,25,5,0,3,16,4,19,0,0,.255,.315,.398,.713,-0.2,28585
7,2011,Total,73,234,24,55,11,0,7,33,12,46,2,0,.235,.284,.372,.656,-0.7,28585
8,2014,TEX,13,47,8,17,6,0,2,10,2,7,0,0,.362,.412,.617,1.029,0.7,28585
0,2018,PIT,21,37,5,5,0,0,0,4,2,20,0,0,.135,.175,.135,.310,-0.5,39887
0,2012,MIA,3,5,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,-0.2,30681
0,2018,PIT,31,91,7,19,2,0,0,6,4,23,0,1,.209,.247,.231,.478,-0.9,35022
0,2013,TOR,36,102,11,21,4,0,3,13,4,29,0,1,.206,.250,.333,.583,-0.2,32859
1,2014,TOR,53,116,19,31,9,0,2,7,4,28,1,2,.267,.295,.397,.692,0.9,32859
2,2015,TOR,159,586,76,163,31,2,12,56,28,85,25,4,.278,.314,.399,.713,5.2,32859
3,2016,TOR,146,548,59,146,35,2,7,53,24,90,14,6,.266,.303,.376,.679,3.4,32859
4,2017,TOR,154,587,72,150,37,1,16,42,33,95,15,6,.256,.300,.404,.704,2.8,32859
5,2018,TOR,142,512,65,129,40,2,15,59,18,98,14,3,.252,.282,.426,.708,2.5,32859
0,2015,NYM,73,233,18,51,9,0,3,21,17,60,0,0,.219,.280,.296,.576,0.9,33132
1,2016,NYM,48,132,6,26,6,0,1,11,17,33,0,0,.197,.298,.265,.563,-0.1,33132
2,2017,NYM,37,100,11,26,5,0,3,13,14,17,1,0,.260,.364,.400,.764,0.7,33132
3,2018,NYM,79,238,33,50,13,2,7,30,28,65,0,1,.210,.315,.370,.685,1.3,33132
0,2013,MIL,56,136,27,38,10,0,11,27,11,34,3,0,.279,.353,.596,.949,1.3,31478
1,2014,MIL,144,501,70,122,37,2,22,69,32,122,4,1,.244,.299,.457,.756,2.1,31478
2,2015,MIL,121,392,54,97,16,2,27,66,44,122,6,2,.247,.323,.505,.828,0.8,31478
3,2016,OAK,150,555,85,137,24,2,42,102,42,166,1,2,.247,.307,.524,.831,2.8,31478
4,2017,OAK,153,566,91,140,28,1,43,110,73,195,4,0,.247,.336,.528,.864,2.5,31478
5,2018,OAK,151,576,98,142,28,1,48,123,59,175,0,0,.247,.326,.549,.875,2.9,31478
0,2008,KC,12,21,4,6,0,0,1,1,3,2,0,0,.286,.375,.429,.804,-0.1,29248
1,2010,KC,52,180,22,39,6,1,8,25,24,39,0,1,.217,.307,.394,.701,0.0,29248
2,2011,KC,23,82,6,16,4,0,2,6,12,26,0,0,.195,.295,.317,.612,-0.3,29248
3,2012,OAK,39,128,13,30,9,0,4,14,10,28,1,0,.234,.295,.398,.693,-0.3,29248
0,2012,NYM,91,282,40,71,12,1,7,28,25,98,4,4,.252,.315,.376,.691,0.0,30218
1,2013,NYM,47,95,10,18,3,1,3,14,12,32,2,0,.189,.278,.337,.615,0.1,30218
2,2014,NYM,61,112,16,29,14,1,3,16,16,39,4,0,.259,.346,.482,.828,1.4,30218
3,2015,LAA,10,22,4,3,2,0,0,1,2,9,0,1,.136,.208,.227,.435,0.0,30218
4,2015,NYM,64,106,17,22,9,0,4,13,8,40,2,1,.208,.282,.406,.688,0.7,30218
5,2015,Total,74,128,21,25,11,0,4,14,10,49,2,2,.195,.270,.375,.645,0.7,30218
6,2016,MIL,125,335,38,70,18,1,13,44,56,133,8,9,.209,.324,.385,.709,0.6,30218
7,2017,MIL,16,26,3,3,1,0,1,1,4,15,0,0,.115,.258,.269,.527,-0.2,30218
0,2012,LAA,21,23,2,4,1,0,0,1,2,6,1,0,.174,.240,.217,.457,-0.2,31413
1,2013,LAA,58,195,29,55,7,2,8,32,21,41,2,2,.282,.347,.462,.809,0.6,31413
2,2014,LAA,127,493,90,134,31,3,17,58,38,104,5,3,.272,.325,.450,.775,4.1,31413
3,2015,LAA,159,630,78,161,23,2,26,83,45,164,4,1,.256,.308,.422,.730,3.0,31413
4,2016,LAA,157,594,91,161,35,5,18,75,67,118,2,3,.271,.348,.438,.786,3.4,31413
5,2017,LAA,155,569,77,139,23,2,19,71,71,134,5,1,.244,.333,.392,.725,2.1,31413
6,2018,LAA,137,491,71,102,18,2,19,57,53,133,6,2,.208,.283,.369,.652,0.7,31413
0,2013,STL,32,59,6,9,1,0,0,0,3,12,3,0,.153,.194,.169,.363,-0.4,32061
1,2014,STL,113,402,52,100,14,3,12,42,21,71,20,4,.249,.292,.388,.680,2.2,32061
2,2015,STL,150,557,71,146,28,4,11,61,36,95,15,8,.262,.321,.386,.707,2.3,32061
3,2016,STL,121,313,39,75,7,7,5,23,34,52,7,0,.240,.327,.355,.682,1.5,32061
4,2017,STL,108,354,55,101,27,3,4,42,41,60,8,2,.285,.376,.412,.788,1.9,32061
5,2018,STL,127,353,41,88,18,2,9,38,31,60,6,5,.249,.332,.388,.720,3.5,32061
0,2003,LA,3,3,0,1,1,0,0,0,0,2,0,0,.333,.333,.667,1.000,0.0,5385
1,2004,ARI,13,36,3,9,1,0,1,6,2,6,1,0,.250,.289,.361,.650,-0.3,5385
2,2005,ARI,34,78,6,17,5,0,0,6,11,27,0,1,.218,.308,.282,.590,-0.2,5385
3,2007,CHC,36,93,7,15,4,0,2,12,8,18,0,0,.161,.231,.269,.500,-0.6,5385
4,2008,CHC,10,21,0,2,1,0,0,1,0,12,0,0,.095,.095,.143,.238,-0.5,5385
5,2009,CHC,83,253,26,60,12,2,2,24,27,78,0,0,.237,.312,.324,.636,0.6,5385
6,2010,CHC,77,215,18,46,13,1,1,17,12,61,1,0,.214,.254,.298,.552,-0.5,5385
7,2011,CHC,46,134,15,26,3,1,2,9,14,40,1,0,.194,.268,.276,.544,-0.6,5385
8,2012,CHC,11,39,3,7,1,0,0,1,0,7,0,0,.179,.179,.205,.384,-0.2,5385
9,2013,MIA,18,58,3,9,2,0,0,0,2,18,0,0,.155,.183,.190,.373,-0.5,5385
10,2014,PHI,10,21,2,5,1,0,0,1,1,5,0,0,.238,.273,.286,.559,-0.1,5385
0,2015,CHC,151,559,87,154,31,5,26,99,77,199,13,4,.275,.369,.488,.857,6.0,33172
1,2016,CHC,155,603,121,176,35,3,39,102,75,154,8,5,.292,.385,.554,.939,7.7,33172
2,2017,CHC,151,549,111,162,38,4,29,73,95,128,7,5,.295,.409,.537,.946,6.1,33172
3,2018,CHC,102,389,59,106,28,3,13,52,48,107,2,4,.272,.374,.460,.834,1.9,33172
0,2012,CIN,4,4,2,1,0,0,0,0,1,2,0,0,.250,.400,.250,.650,0.1,29307
1,2014,CIN,49,144,19,39,10,1,6,17,12,40,5,0,.271,.331,.479,.810,2.1,29307
2,2015,CIN,43,93,5,13,2,0,0,2,9,23,2,0,.140,.238,.161,.399,-0.5,29307
3,2017,ARI,14,25,3,4,1,0,0,1,4,7,0,0,.160,.300,.200,.500,-0.2,29307
4,2018,SEA,18,29,6,6,0,0,1,3,1,9,2,0,.207,.233,.310,.543,0.1,29307
5,2018,ARI,2,3,0,1,0,0,0,1,0,0,0,0,.333,.333,.333,.666,0.1,29307
6,2018,Total,20,32,6,7,0,0,1,4,1,9,2,0,.219,.242,.313,.555,0.2,29307
0,2007,OAK,68,213,27,53,13,0,7,39,24,39,0,0,.249,.327,.408,.735,0.3,28802
1,2008,OAK,148,530,54,148,25,1,7,42,44,69,2,3,.279,.346,.370,.716,3.5,28802
2,2009,OAK,147,570,74,156,37,1,15,88,28,59,8,2,.274,.313,.421,.734,3.1,28802
3,2010,OAK,131,495,55,120,18,2,13,71,33,49,3,2,.242,.303,.366,.669,1.9,28802
4,2011,OAK,134,460,54,109,26,0,14,44,38,64,2,2,.237,.301,.385,.686,1.5,28802
5,2012,OAK,75,262,19,57,15,0,1,18,9,53,1,0,.218,.250,.286,.536,-0.4,28802
6,2012,WSH,43,146,17,39,5,0,5,25,11,20,1,0,.267,.321,.404,.725,0.4,28802
7,2012,Total,118,408,36,96,20,0,6,43,20,73,2,0,.235,.276,.328,.604,0.0,28802
8,2013,OAK,15,33,6,10,2,0,2,7,2,3,0,0,.303,.343,.545,.888,0.5,28802
9,2013,WSH,79,252,19,56,11,1,3,25,20,32,2,0,.222,.283,.310,.593,-0.3,28802
10,2013,Total,94,285,25,66,13,1,5,32,22,35,2,0,.232,.290,.337,.627,0.2,28802
11,2014,MIN,131,452,37,130,34,0,3,61,34,46,0,1,.288,.345,.383,.728,2.2,28802
12,2015,MIN,131,433,36,104,17,0,5,50,29,59,0,0,.240,.296,.314,.610,0.4,28802
13,2016,MIN,106,345,34,89,24,1,8,49,18,48,0,0,.258,.301,.403,.704,0.4,28802
14,2017,ATL,81,276,38,78,13,0,19,50,17,39,0,0,.283,.351,.536,.887,2.8,28802
15,2018,ATL,105,347,45,94,24,0,12,50,22,43,0,0,.271,.332,.444,.776,2.1,28802
0,2009,SD,54,148,24,37,9,0,10,22,18,55,1,1,.250,.355,.514,.869,0.8,29724
1,2010,SD,33,102,14,16,6,1,3,15,15,46,1,0,.157,.283,.324,.607,0.1,29724
2,2011,SD,55,170,21,39,7,1,7,26,16,51,2,0,.229,.300,.406,.706,1.4,29724
3,2012,SD,4,5,0,1,0,0,0,0,1,2,0,0,.200,.333,.200,.533,0.0,29724
4,2013,SD,88,280,31,68,14,0,8,35,21,85,1,1,.243,.305,.379,.684,0.6,29724
5,2014,OAK,21,45,9,15,1,0,2,7,8,13,0,0,.333,.446,.489,.935,0.5,29724
6,2014,SD,5,10,1,2,0,0,0,0,0,3,0,0,.200,.200,.200,.400,-0.1,29724
7,2014,Total,26,55,10,17,1,0,2,7,8,16,0,0,.309,.409,.436,.845,0.4,29724
8,2015,TEX,18,67,10,21,5,0,3,6,4,20,1,0,.313,.352,.522,.874,0.4,29724
0,2017,LAD,20,20,1,6,1,0,0,2,0,3,0,0,.300,.300,.350,.650,-0.1,33287
1,2018,LAD,39,68,1,16,4,1,0,9,5,15,0,0,.235,.312,.324,.636,0.2,33287
0,2017,NYY,9,18,2,0,0,0,0,0,2,6,0,0,.000,.100,.000,.100,-0.2,30545
1,2018,NYY,29,72,6,12,2,0,3,6,6,16,0,0,.167,.241,.319,.560,-0.2,30545
0,2016,ARI,17,31,5,6,0,1,2,7,2,13,0,0,.194,.265,.452,.717,0.0,32105
0,2015,LAA,19,36,6,7,0,0,0,1,3,15,0,0,.194,.256,.194,.450,-0.3,32865
0,2014,COL,18,26,1,5,1,0,0,1,0,14,0,0,.192,.192,.231,.423,-0.4,31953
1,2015,COL,46,106,10,19,3,1,3,11,6,37,1,0,.179,.223,.311,.534,-1.2,31953
0,2015,CHC,69,232,52,57,6,1,16,43,36,77,3,3,.246,.355,.487,.842,1.8,33712
1,2016,CHC,2,4,0,0,0,0,0,0,1,2,0,0,.000,.200,.000,.200,-0.1,33712
2,2017,CHC,129,422,67,89,16,1,30,59,59,150,1,1,.211,.315,.467,.782,-0.0,33712
3,2018,CHC,137,428,64,102,14,3,26,61,78,140,4,3,.238,.356,.467,.823,1.5,33712
0,2011,SEA,53,182,22,47,13,0,3,13,13,36,3,1,.258,.312,.379,.691,0.6,30819
1,2012,SEA,155,594,62,154,35,1,20,86,46,110,13,5,.259,.316,.423,.739,2.6,30819
2,2013,SEA,160,615,79,160,32,2,22,69,68,122,9,3,.260,.338,.426,.764,3.9,30819
3,2014,SEA,159,590,71,158,27,4,25,96,52,118,7,5,.268,.334,.454,.788,5.8,30819
4,2015,SEA,161,623,85,166,37,0,26,74,54,98,6,6,.266,.328,.451,.779,4.3,30819
5,2016,SEA,158,597,89,166,36,3,30,99,69,108,3,1,.278,.359,.499,.858,6.9,30819
6,2017,SEA,154,578,72,144,33,1,27,88,58,110,2,1,.249,.323,.450,.773,2.5,30819
7,2018,SEA,155,583,62,129,36,1,22,78,38,138,2,2,.221,.273,.400,.673,0.8,30819
0,2013,MIA,4,3,0,0,0,0,0,0,1,1,0,0,.000,.250,.000,.250,-0.1,31021
0,2018,HOU,28,64,10,9,2,1,0,4,6,13,1,1,.141,.236,.203,.439,-0.9,34967
0,2015,CIN,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,-0.0,31183
1,2016,CIN,15,22,1,5,1,0,0,1,1,5,0,1,.227,.261,.273,.534,-0.2,31183
0,2012,BAL,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0,32090
1,2013,BAL,1,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,-0.1,32090
2,2013,HOU,46,167,24,48,7,2,1,10,12,34,7,1,.287,.337,.371,.708,0.1,32090
3,2013,Total,47,170,24,48,7,2,1,10,12,35,7,1,.282,.332,.365,.697,0.0,32090
4,2014,HOU,55,122,12,21,5,0,3,11,10,31,0,0,.172,.230,.287,.517,-0.1,32090
5,2015,HOU,8,15,1,4,0,0,0,1,1,3,0,0,.267,.313,.267,.580,0.2,32090
0,2014,KC,6,3,1,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,-0.1,32911
1,2017,ATL,85,109,19,30,4,1,5,20,10,37,10,0,.275,.339,.468,.807,0.5,32911
2,2018,ATL,26,25,10,6,1,0,2,6,4,8,1,0,.240,.345,.520,.865,0.3,32911
0,2010,BOS,18,35,4,7,1,0,0,4,7,8,0,0,.200,.326,.229,.555,-0.1,29299
1,2011,BOS,6,5,2,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,-0.1,29299
2,2012,BOS,6,8,1,1,0,0,0,0,0,3,0,0,.125,.125,.125,.250,-0.2,29299
0,2003,TEX,53,184,25,47,10,0,8,30,9,53,3,0,.255,.289,.440,.729,0.1,5576
1,2004,TEX,115,371,58,92,20,4,14,46,23,113,1,1,.248,.293,.437,.730,-0.1,5576
2,2005,TEX,63,229,28,55,12,3,6,32,9,45,2,0,.240,.267,.397,.664,0.6,5576
3,2006,MIL,10,35,2,8,1,0,1,6,0,11,0,0,.229,.250,.343,.593,-0.3,5576
4,2006,TEX,9,32,1,3,1,0,0,4,0,17,0,0,.094,.118,.125,.243,-0.1,5576
5,2006,Total,19,67,3,11,2,0,1,10,0,28,0,0,.164,.186,.239,.425,-0.4,5576
6,2007,MIL,10,12,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000,-0.1,5576
7,2008,MIL,10,12,1,1,0,0,0,0,1,3,0,0,.083,.154,.083,.237,-0.2,5576
8,2009,CIN,116,309,42,74,26,1,15,46,22,81,0,1,.239,.291,.476,.767,0.9,5576
9,2010,CIN,97,165,16,48,11,2,4,18,15,39,0,1,.291,.350,.455,.805,1.3,5576
10,2011,WSH,124,324,38,81,15,1,16,44,23,82,2,2,.250,.299,.451,.750,1.4,5576
11,2012,PHI,70,114,13,28,10,0,3,16,12,42,0,0,.246,.315,.412,.727,0.0,5576
12,2013,PHI,81,128,11,23,4,0,2,7,8,44,1,0,.180,.228,.258,.486,-0.7,5576
0,2011,TEX,8,8,2,3,1,0,0,0,0,1,0,0,.375,.375,.500,.875,0.0,31588
1,2012,TEX,24,46,6,8,5,2,0,6,4,12,3,0,.174,.235,.370,.605,-0.2,31588
2,2013,TEX,147,457,66,119,21,6,8,49,28,104,36,9,.260,.313,.385,.698,3.4,31588
3,2014,TEX,155,533,68,146,13,7,7,40,39,114,31,12,.274,.325,.364,.689,4.6,31588
4,2015,TEX,95,288,26,63,12,0,5,25,16,69,14,5,.219,.264,.313,.577,1.1,31588
5,2016,SEA,143,518,72,128,17,3,15,47,44,149,24,6,.247,.306,.378,.684,1.2,31588
6,2017,SEA,34,115,12,20,2,1,3,8,5,29,6,4,.174,.221,.287,.508,-0.3,31588
7,2017,CHC,15,13,2,2,1,0,0,1,3,4,1,0,.154,.313,.231,.544,0.3,31588
8,2017,Total,49,128,14,22,3,1,3,9,8,33,7,4,.172,.232,.281,.513,-0.1,31588
9,2018,CLE,6,15,3,5,0,0,2,4,1,2,0,1,.333,.353,.733,1.086,0.2,31588
10,2018,DET,78,303,45,76,15,3,9,29,29,75,7,3,.251,.321,.409,.730,1.7,31588
11,2018,Total,84,318,48,81,15,3,11,33,30,77,7,4,.255,.323,.425,.748,1.9,31588
0,2013,CHW,20,49,2,10,1,0,0,1,4,18,6,2,.204,.259,.224,.483,0.3,30664
1,2013,TEX,25,52,8,10,0,1,0,1,3,16,1,0,.192,.236,.231,.467,-0.4,30664
2,2013,Total,45,101,10,20,1,1,0,2,7,34,7,2,.198,.248,.228,.476,-0.1,30664
3,2014,CHW,74,145,13,24,3,0,1,6,5,48,11,1,.166,.192,.207,.399,-0.4,30664
4,2015,CHW,18,14,0,3,0,0,0,1,1,7,1,0,.214,.267,.214,.481,-0.1,30664
5,2016,CHW,18,48,6,11,1,1,1,5,1,13,2,1,.229,.260,.354,.614,-0.1,30664
6,2017,CHW,87,300,41,81,15,2,9,33,13,69,8,5,.270,.316,.423,.739,1.2,30664
7,2018,CHW,82,258,23,70,7,4,4,32,9,69,12,1,.271,.303,.376,.679,0.8,30664
0,2003,MIN,34,73,16,24,7,1,3,15,8,9,2,0,.329,.402,.575,.977,1.1,5377
1,2004,MIN,154,569,89,170,31,4,15,72,67,75,20,2,.299,.381,.446,.827,4.1,5377
2,2005,MIN,147,522,70,138,30,4,7,53,45,85,13,6,.264,.338,.377,.715,2.1,5377
3,2006,MIN,104,234,40,53,6,1,4,18,16,43,9,1,.226,.287,.312,.599,0.0,5377
4,2007,MIN,55,116,13,27,6,0,3,14,11,24,3,1,.233,.315,.362,.677,0.1,5377
5,2012,BAL,25,71,7,13,3,0,3,4,7,13,1,0,.183,.256,.352,.608,-0.1,5377
0,2017,MIL,21,47,2,5,0,1,2,3,7,17,1,0,.106,.236,.277,.513,-0.4,32819
1,2018,MIA,109,382,31,76,10,5,11,42,17,120,2,1,.199,.240,.338,.578,-0.2,32819
0,2011,SD,62,150,12,32,9,1,0,12,12,33,3,1,.213,.281,.287,.568,0.6,30579
1,2012,SD,91,315,45,86,13,3,6,26,28,57,8,2,.273,.343,.390,.733,0.7,30579
2,2013,SD,75,220,22,47,6,1,6,19,19,54,6,1,.214,.281,.332,.613,-0.1,30579
3,2014,TB,110,301,32,67,12,1,6,26,25,71,2,0,.223,.287,.329,.616,0.9,30579
4,2015,TB,153,540,69,152,33,2,17,68,55,111,9,4,.281,.359,.444,.803,5.1,30579
5,2016,TB,127,511,76,135,24,4,20,52,46,127,6,6,.264,.333,.444,.777,3.4,30579
6,2017,LAD,119,361,56,81,19,0,6,36,69,109,3,2,.224,.351,.327,.678,1.8,30579
7,2018,MIN,50,178,19,46,6,0,0,14,24,40,1,0,.258,.356,.292,.648,0.6,30579
8,2018,LAD,70,193,18,40,10,0,2,13,17,43,2,0,.207,.270,.290,.560,-0.7,30579
9,2018,Total,120,371,37,86,16,0,2,27,41,83,3,0,.232,.313,.291,.604,-0.1,30579
0,2010,FLA,62,244,43,69,20,7,2,18,41,51,0,1,.283,.390,.447,.837,1.1,30536
1,2011,FLA,123,462,54,114,25,4,23,72,54,99,2,1,.247,.330,.468,.798,-0.8,30536
2,2012,MIA,93,296,30,68,15,1,11,36,31,58,1,0,.230,.308,.399,.707,-0.2,30536
3,2013,MIA,85,293,32,71,13,4,6,36,38,56,0,0,.242,.333,.375,.708,-0.5,30536
4,2014,SEA,99,336,41,88,20,0,11,38,24,59,5,2,.262,.315,.420,.735,1.4,30536
5,2015,SEA,146,457,47,103,15,3,17,54,47,81,8,4,.225,.302,.383,.685,-0.1,30536
6,2016,TB,107,353,45,84,18,1,14,43,37,89,4,2,.238,.319,.414,.733,0.5,30536
7,2017,TB,149,512,75,126,22,1,38,85,81,149,2,0,.246,.353,.516,.869,3.6,30536
